Articles (articles_PADI_relevant.csv)	Topic 0 : million / milliard / franc / entreprise / affaire / service / marché / chiffre / sénégal / cfa	Topic 1 : covid / 19 / cas / pandémie / santé / pays / contre / Sénégal / sanitaire / crise	Topic 2 : femme / pouvoir / homme / journée / vie / fille / famille / jour / bien / mars	Topic 3 : Afrique / développement / eau / pays / africain / Sénégal / mondial / international / durable / agriculture	Topic 4 : sénégal / bon / équipe / voir / bien / beaucoup / gagner / vraiment / yer / match	Topic 5 : Sénégal / sénégalais / président / Diop / Ndiaye / dakar / Senghor / Mamadou / Afrique / Dakar	Topic 6 : enseignant / éducation / élève / école / accord / gouvernement / syndicat / problème / cours / année	Topic 7 : loi / droit / national / assemblée / député / pouvoir / maire / article / Sénégal / code	Topic 8 : élection / électoral / candidat / pouvoir / politique / parti / devoir / vote / opposition / justice	Topic 9 : lion / finale / but / Sénégal / match / minute / egypte / face / février / victoire	Topic 10 : président / politique / pouvoir / Wade / sénégalais / Macky / Abdoulaye / sall / etat / parti	Topic 11 : pays / africain / pouvoir / économique / produit / économie / président / Afrique / alimentaire / continent	Topic 12 : sénégal / ramener / beaucoup / monde / new / ligne / petit / bon / mener / voir	Topic 13 : équipe / joueur / match / Sénégal / coupe / jouer / pouvoir / club / national / lion	Topic 14 : pêche / ressource / riz / acteur / secteur / local / pétrole / Sénégal / national / gaz	Topic 15 : père / jour / grand / venir / sénégalais / famille / fils / village / vivre / terre	Topic 16 : eau / zone / population / région / commune / village / terre / pouvoir / rural / service	Topic 17 : pouvoir / aujourd / sénégal / voir / état / devoir / vouloir / savoir / bien / beaucoup	Topic 18 : Sénégal / milliard / etat / sénégalais / gouvernement / Bénin / ministre / sénégal / CFA / public	Topic 19 : agricole / producteur / production / bénin / gouvernement / tonne / agriculture / national / produit / ministre	Topic 20 : ministre / président / république / etat / chef / national / conseil / Macky / communication / gouvernement	Topic 21 : pouvoir / information / réseau / donnée / social / Sénégal / devoir / sénégalais / communication / numérique	Topic 22 : projet / formation / national / développement / programme / secteur / travail / centre / financement / cadre	Topic 23 : Wade / etat / sénégalais / chef / prendre / pouvoir / guerre / Ukraine / pays / président	Topic 24 : prix / fcfa / produit / hausse / marché / milliard / année / denrée / mois / franc	Topic 25 : pays / militaire / russe / Ukraine / Mali / président / force / armée / Russie / sanction	Topic 26 : affaire / justice / presse / dossier / dernier / mort / victime / pouvoir / contre / enquête	Topic 27 : santé / enfant / alimentaire / hôpital / maladie / sanitaire / système / médecin / civil / médical	Topic 28 : football / national / sport / sénégal / fédération / sénégalais / président / stade / coupe / sportif	Topic 29 : beaucoup / pouvoir / artiste / voir / culture / sénégalais / musique / venir / bien / vraiment	Topic 30 : sénégal / état / heure / édition / pouvoir / commune / sénégalais / jour / autorité / président	Topic 31 : Cheikh / religieux / musulman / professeur / Sénégal / communauté / fête / université / monde / science	Topic 32 : pouvoir / politique / pays / devoir / sénégalais / Sénégal / bien / homme / monde / peuple	Topic 33 : coalition / liste / élection / Yewwi / sonko / leader / politique / opposition / Askan / maire	Topic 34 : jeune / emploi / pouvoir / pays / entreprise / programme / local / jeunesse / devoir / politique
article 2344	0.02449	6e-05	0.03181	6e-05	0.16671	6e-05	0.02661	6e-05	6e-05	6e-05	6e-05	0.0592	0.36956	6e-05	0.05112	6e-05	0.00915	0.14693	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	0.0965	6e-05	6e-05	6e-05	6e-05	6e-05	0.01657	6e-05	6e-05
article 2345	0.00035	0.35576	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.04723	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.0782	0.00035	0.00035	0.25568	0.00035	0.00035	0.12046	0.00035	0.13256	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035
article 2346	6e-05	6e-05	6e-05	0.18051	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	0.00591	6e-05	6e-05	6e-05	6e-05	0.0279	6e-05	6e-05	0.33386	6e-05	0.13248	0.01363	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	0.08503	6e-05	6e-05	0.21901	6e-05	6e-05
article 2347	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.16035	0.00044	0.00044	0.10016	0.72543	0.00044	0.00044	0.00044	0.00044	0.00044
article 2348	0.00029	0.00029	0.00029	0.00029	0.00029	0.15572	0.00029	0.00029	0.00029	0.08413	0.00029	0.00029	0.00029	0.75082	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029
article 2349	0.00027	0.00027	0.00027	0.39719	0.00027	0.08169	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.07511	0.00027	0.00027	0.00027	0.00027	0.13763	0.00027	0.00027	0.30013	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027
article 2350	0.00025	0.00025	0.00025	0.19349	0.00025	0.11957	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.04541	0.00025	0.00025	0.00025	0.43357	0.00025	0.00025	0.00025	0.00025	0.00025	0.20038
article 2351	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.07866	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.09929	0.42278	0.00032	0.00032	0.00032	0.38943	0.00032
article 2352	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.06722	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.42943	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.49148	0.00037
article 2353	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.01031	0.00011	0.03903	0.00011	0.00011	0.00011	0.48434	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.02172	0.16371	0.00011	0.00011	0.00011	0.00011	0.00011	0.2777	0.00011	0.00011
article 2354	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.10728	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.04401	0.04451	0.00011	0.00011	0.07452	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.03092	0.00011	0.00011	0.00011	0.01063	0.68494	0.00011	0.00011
article 2355	0.00011	0.00011	0.00011	0.20556	0.00011	0.00011	0.00011	0.00011	0.09795	0.00011	0.29175	0.00011	0.02103	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.05227	0.10274	0.00011	0.00011	0.00011	0.00011	0.13425	0.09155	0.00011	0.00011
article 2356	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	0.99821	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05
article 2357	0.00021	0.00021	0.00021	0.00021	0.00021	0.16283	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.53999	0.00021	0.18172	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.07168	0.00021	0.03743	0.00021	0.00021	0.00021
article 2358	0.00043	0.00043	0.00043	0.00043	0.00043	0.00043	0.00043	0.07053	0.40903	0.00043	0.05995	0.00043	0.00043	0.00043	0.20536	0.00043	0.00043	0.00043	0.00043	0.00043	0.00043	0.00043	0.00043	0.00043	0.00043	0.00043	0.00043	0.00043	0.00043	0.00043	0.00043	0.00043	0.15352	0.08925	0.00043
article 2359	0.02318	4e-05	0.02621	4e-05	0.31919	4e-05	4e-05	4e-05	4e-05	4e-05	0.02129	4e-05	0.35262	0.03465	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	0.19026	4e-05	4e-05	4e-05	0.03144	4e-05	4e-05
article 2360	0.00025	0.12239	0.00025	0.12375	0.00025	0.1989	0.00025	0.00025	0.00025	0.00025	0.00025	0.18139	0.00025	0.00025	0.00025	0.01934	0.00025	0.00025	0.30975	0.00025	0.03745	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025
article 2361	5e-05	0.29281	5e-05	5e-05	5e-05	5e-05	0.01375	5e-05	5e-05	5e-05	0.05757	0.05684	5e-05	5e-05	5e-05	5e-05	5e-05	0.11567	5e-05	5e-05	5e-05	0.32689	5e-05	0.07528	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	0.05004	0.00979	5e-05
article 2362	0.00035	0.00035	0.00035	0.21293	0.00035	0.36288	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.41304	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035
article 2363	0.0002	0.01863	0.0002	0.0002	0.0002	0.21973	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.5101	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.24534	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002
article 2364	0.03436	0.0001	0.44542	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.26852	0.0001	0.15429	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0369	0.0001	0.0001	0.0001	0.05753	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
article 2365	4e-05	4e-05	4e-05	4e-05	0.03412	4e-05	0.03696	4e-05	0.07956	4e-05	4e-05	4e-05	0.62803	4e-05	4e-05	4e-05	4e-05	0.06858	4e-05	0.02936	0.01112	4e-05	0.0407	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	0.07057	4e-05
article 2366	3e-05	3e-05	3e-05	0.38149	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	0.05323	0.51395	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	0.05039	3e-05	3e-05	3e-05	3e-05	3e-05
article 2367	0.00026	0.06508	0.00026	0.00026	0.00026	0.15857	0.00026	0.00026	0.01742	0.00026	0.00026	0.00026	0.00026	0.51442	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.10506	0.00026	0.00026	0.00026	0.09896	0.00026	0.00026	0.03323	0.00026	0.00026	0.00026
article 2368	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.20486	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.15764	0.02439	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.59906	0.00045	0.00045
article 2369	0.00022	0.0432	0.00022	0.00022	0.00022	0.29569	0.00022	0.00022	0.00022	0.00022	0.04513	0.00022	0.00022	0.00022	0.00022	0.00022	0.09769	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.47287	0.00022	0.00022	0.00022	0.03914	0.00022	0.00022	0.00022
article 2370	0.00036	0.00036	0.00036	0.00036	0.00036	0.09036	0.00036	0.00036	0.47786	0.00036	0.00036	0.00036	0.00036	0.0533	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.18531	0.00036	0.18232	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036
article 2371	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.34347	0.00015	0.00015	0.00015	0.61176	0.00015	0.04013	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015
article 2372	0.00031	0.00031	0.00031	0.00031	0.00031	0.08186	0.00031	0.00031	0.00031	0.21719	0.00031	0.00031	0.00031	0.67423	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.0172	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031
article 2373	0.1423	0.00049	0.00049	0.00049	0.00049	0.00049	0.00049	0.00049	0.00049	0.00049	0.00049	0.00049	0.00049	0.00049	0.15928	0.00049	0.00049	0.00049	0.68266	0.00049	0.00049	0.00049	0.00049	0.00049	0.00049	0.00049	0.00049	0.00049	0.00049	0.00049	0.00049	0.00049	0.00049	0.00049	0.00049
article 2374	0.16532	6e-05	6e-05	0.28691	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	0.06958	6e-05	6e-05	6e-05	6e-05	0.16822	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	0.02307	6e-05	6e-05	0.28516
article 2375	0.0002	0.0002	0.0002	0.0002	0.0002	0.1128	0.0002	0.0002	0.0002	0.0002	0.0002	0.24613	0.0002	0.0002	0.0002	0.0002	0.0002	0.04447	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.43989	0.03009	0.0002	0.0002	0.0002	0.0002	0.0002	0.01463	0.10643	0.0002	0.0002
article 2376	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.11423	0.0002	0.0002	0.0002	0.87904	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002
article 2377	2e-05	2e-05	2e-05	2e-05	2e-05	2e-05	2e-05	2e-05	2e-05	2e-05	2e-05	0.05495	0.63058	0.00342	2e-05	2e-05	2e-05	0.16218	2e-05	0.05757	2e-05	2e-05	2e-05	2e-05	0.0906	2e-05	2e-05	2e-05	2e-05	2e-05	2e-05	2e-05	2e-05	2e-05	2e-05
article 2378	0.03339	0.0167	0.01075	2e-05	0.03771	2e-05	2e-05	2e-05	2e-05	0.00858	2e-05	2e-05	2e-05	0.02078	0.01523	2e-05	0.01727	0.25851	2e-05	2e-05	2e-05	2e-05	0.06923	2e-05	0.09126	2e-05	0.11478	2e-05	2e-05	0.02204	0.26352	2e-05	0.01982	2e-05	2e-05
article 2379	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.9914	0.00025
article 2380	2e-05	2e-05	2e-05	2e-05	0.12955	2e-05	2e-05	2e-05	2e-05	2e-05	2e-05	2e-05	0.4061	2e-05	2e-05	2e-05	2e-05	0.08611	2e-05	0.00738	2e-05	2e-05	2e-05	0.00185	2e-05	2e-05	0.04701	2e-05	2e-05	0.32005	2e-05	2e-05	0.00139	2e-05	2e-05
article 2381	0.00056	0.00056	0.00056	0.00056	0.00056	0.08003	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.06866	0.00056	0.00056	0.00056	0.00056	0.12351	0.28482	0.00056	0.00056	0.00056	0.00056	0.00056	0.15756	0.26918	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056
article 2382	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	0.02141	7e-05	7e-05	7e-05	0.08841	7e-05	7e-05	7e-05	0.27613	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	0.57822	7e-05	7e-05	7e-05	0.03382	7e-05	7e-05
article 2383	0.04483	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.02937	0.00027	0.00027	0.15281	0.00027	0.00027	0.16611	0.1252	0.00027	0.2229	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.15112	0.00027	0.00027	0.00027	0.00027	0.1003
article 2384	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.70466	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.28581
article 2385	7e-05	7e-05	7e-05	0.02897	7e-05	7e-05	0.03505	0.06048	7e-05	7e-05	0.78303	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	0.05001	7e-05	7e-05	7e-05	7e-05	0.04045	7e-05	7e-05	7e-05
article 2386	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.01768	0.00032	0.00032	0.00032	0.00032	0.40302	0.00032	0.00032	0.18718	0.00032	0.00032	0.18181	0.00032	0.00032	0.14481	0.00032	0.00032	0.00032	0.05619	0.00032	0.00032	0.00032
article 2387	4e-05	4e-05	4e-05	4e-05	0.0998	4e-05	0.06867	4e-05	0.01548	4e-05	4e-05	4e-05	0.68785	0.03493	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	0.01663	4e-05	4e-05	4e-05	4e-05	0.05787	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	0.01772	4e-05
article 2388	8e-05	8e-05	8e-05	8e-05	0.40024	8e-05	8e-05	8e-05	8e-05	8e-05	0.04619	8e-05	0.31771	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	0.23341	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05
article 2389	0.00022	0.00022	0.15716	0.00022	0.00022	0.00022	0.00022	0.00022	0.00837	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.10444	0.17297	0.00022	0.20392	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.34677	0.00022	0.00022	0.00022	0.00022	0.00022
article 2390	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.82438	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.16925	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019
article 2391	0.00024	0.00024	0.00024	0.00024	0.00024	0.10369	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.08621	0.00024	0.00024	0.00024	0.00024	0.00024	0.04588	0.00024	0.08464	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.67239
article 2392	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.52737	0.00025	0.00025	0.00025	0.44895	0.00025	0.00025	0.00025	0.00025	0.00025	0.01567	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025
article 2393	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.61688	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.02761	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.34997	0.00017
article 2394	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.30085	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.68806	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034
article 2395	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.70479	0.00032	0.18751	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.09743	0.00032	0.00032	0.00032
article 2396	0.0002	0.0002	0.0002	0.0002	0.0002	0.07974	0.0002	0.0002	0.0581	0.0002	0.27776	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.24907	0.0002	0.0002	0.24542	0.0002	0.0002	0.0002	0.08399	0.0002
article 2397	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.04398	0.00012	0.00012	0.17451	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.08717	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.69052	0.00012	0.00012
article 2398	0.00018	0.0294	0.00018	0.05905	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.90591	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018
article 2399	0.00027	0.15734	0.00027	0.00027	0.00027	0.00027	0.31572	0.0748	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.17671	0.00027	0.00027	0.00027	0.09822	0.00027	0.09532	0.00027	0.00027	0.00027	0.00027	0.00027	0.02971	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.04476	0.00027
article 2400	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.14262	0.0002	0.23145	0.36506	0.0002	0.0002	0.0002	0.0002	0.0002	0.25471	0.0002	0.0002
article 2401	0.13352	9e-05	0.33999	9e-05	0.14494	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	0.31064	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	0.0244	9e-05	9e-05	9e-05	9e-05	0.04406
article 2402	0.00016	0.00016	0.02973	0.00016	0.00016	0.07854	0.00016	0.00016	0.00016	0.00016	0.24554	0.00016	0.00016	0.00016	0.00016	0.00016	0.25873	0.00016	0.00016	0.00016	0.15923	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.01199	0.00016	0.00016	0.00016	0.00016	0.00016	0.21172	0.00016
article 2403	0.00014	0.00014	0.01874	0.00014	0.00014	0.00014	0.04329	0.00014	0.00014	0.00014	0.5223	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.10068	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.17274	0.00014	0.13806
article 2404	0.00056	0.00056	0.00056	0.00056	0.00056	0.43366	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.05078	0.00056	0.00056	0.00056	0.11245	0.00056	0.00056	0.00056	0.00056	0.00056	0.13753	0.24878	0.00056	0.00056	0.00056	0.00056	0.00056
article 2405	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	0.07686	9e-05	9e-05	0.48536	9e-05	9e-05	0.02725	9e-05	0.22393	9e-05	0.01491	9e-05	9e-05	9e-05	9e-05	9e-05	0.16904	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05
article 2406	8e-05	8e-05	0.05223	8e-05	8e-05	8e-05	8e-05	0.19391	0.02037	8e-05	8e-05	8e-05	0.09538	8e-05	8e-05	0.04342	0.10676	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	0.0831	0.01857	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	0.05458	0.32963	8e-05	8e-05
article 2407	0.00031	0.00031	0.00031	0.00031	0.61798	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.21654	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.15565	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031
article 2408	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.02903	0.00033	0.19394	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.7664	0.00033
article 2409	0.0374	0.00014	0.00014	0.18897	0.00014	0.12942	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.07536	0.00014	0.01721	0.00014	0.00014	0.00014	0.00014	0.00014	0.25713	0.20684	0.00014	0.00014	0.00014	0.00014	0.03454	0.00014	0.00014	0.00014	0.00014	0.04949	0.00014	0.00014
article 2410	7e-05	7e-05	7e-05	7e-05	0.09648	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	0.73204	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	0.07291	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	0.02905	7e-05	7e-05	0.06732	7e-05	7e-05	7e-05	7e-05
article 2411	0.00013	0.06586	0.00013	0.00013	0.00013	0.03286	0.00013	0.00013	0.00013	0.04806	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.40116	0.00013	0.34799	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.10039	0.00013	0.00013
article 2412	0.00016	0.00016	0.00016	0.07066	0.00016	0.00016	0.56393	0.00016	0.19795	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.08985	0.00016	0.00016	0.00016	0.00016	0.00016	0.07296	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016
